Dept,Warehouse,Supplier Reference,Part Number,Physical inventory,Locations,Item number
VKH,VKH-MAIN,,2281,48.00,,2113861700755
VKH,VKH-MAIN,,2282 (583937),5.00,,2113861700762
VKH,VKH-MAIN,,265693,2.00,,2113861700823
VKH,VKH-MAIN,,28422,4.00,,2113861700847
VKH,VKH-MAIN,,343747,1.00,,2113861700878
VKH,VKH-MAIN,,922701,1.00,,2113861700977
VKH,VKH-MAIN,,923478,1.00,HL1L13,2113861700984
VKH,VKH-MAIN,,27432,2.00,,2113861701080
VKH,VKH-MAIN,,235146,2.00,,2113861701226
VKH,VKH-MAIN,,135007,2.00,,2113861701233
VKH,VKH-MAIN,,923583,1.00,,2113861701264
VKH,VKH-MAIN,,694323,5.00,,2113861701301
VKH,VKH-MAIN,,942158,1.00,HL1L23,2113861701325
VKH,VKH-MAIN,,942407,2.00,,2113861701332
VKH,VKH-MAIN,,257196,4.00,,2113861701455
VKH,VKH-MAIN,,422207,2.00,,2113861701646
VKH,VKH-MAIN,,696891,5.00,,2113861701660
VKH,VKH-MAIN,875775,875775,11.00,HL1L12,2113861701677
VKH,VKH-MAIN,,175073,1.00,,2113861701738
VKH,VKH-MAIN,,125631,2.00,,2113861701752
VKH,VKH-MAIN,,02-136717,2.00,,2113861701769
VKH,VKH-MAIN,,920307,1.00,,2113861701820
VKH,VKH-MAIN,,239371,2.00,,2113861701837
VKH,VKH-MAIN,,938273,4.00,HL1L12,2113861701844
VKH,VKH-MAIN,,311145,4.00,,2113861701851
VKH,VKH-MAIN,,938274,2.00,HL1L12,2113861701905
VKH,VKH-MAIN,,N210-5D,1.00,,2113861702063
VKH,VKH-MAIN,,941412,1.00,,2113861702223
VKH,VKH-MAIN,,280689,2.00,,2113861702285
VKH,VKH-MAIN,,233019,2.00,,2113861702414
VKH,VKH-MAIN,,283233,3.00,,2113861704807
VKH,VKH-MAIN,,98574,2.00,,2113861704852
VKH,VKH-MAIN,,357286,2.00,HL1L13,2113861705330
VKH,VKH-MAIN,,284155,2.00,,2113861705439
VKH,VKH-MAIN,,684782,2.00,,2113861706238
VKH,VKH-MAIN,,242079,4.00,,2113861706245
VKH,VKH-MAIN,,120128,1.00,HL1L23,2113861706306
VKH,VKH-MAIN,,206772,4.00,,2113861706375
VKH,VKH-MAIN,,237189,4.00,,2113861706481
VKH,VKH-MAIN,,923948,1.00,HL1L12,2113861706528
VKH,VKH-MAIN,,237151,6.00,,2113861706580
VKH,VKH-MAIN,,237150,2.00,,2113861706597
VKH,VKH-MAIN,,237149,3.00,,2113861706610
VKH,VKH-MAIN,,209555,3.00,,2113861706634
VKH,VKH-MAIN,,875773,5.00,HL1L12,2113861706979
VKH,VKH-MAIN,,942189,6.00,HL1L12,2113861707174
VKH,VKH-MAIN,,123760,5.00,,2113861707266
VKH,VKH-MAIN,,CM3N01-D-30,7.00,,2113861707372
VKH,VKH-MAIN,,2758048,1.00,,2113871700318
VKH,VKH-MAIN,,2758068,1.00,,2113871700325
VKH,VKH-MAIN,,276624,9.00,,2113871700356
VKH,VKH-MAIN,,276628,6.00,,2113871700578
VKH,VKH-MAIN,,319699,6.00,,2113871700585
VKH,VKH-MAIN,,617121,1.00,,2113871700684
VKH,VKH-MAIN,,617118,1.00,,2113871700721
VKH,VKH-MAIN,,363496,10.00,,2113871700752
VKH,VKH-MAIN,,458950 SB 02-111834,2.00,,2113871700790
VKH,VKH-MAIN,,617119,3.00,,2113871700806
VKH,VKH-MAIN,,617123,7.00,,2113871701155
VKH,VKH-MAIN,,363499,10.00,,2113871701438
VKH,VKH-MAIN,,102949,1.00,HL1L23,2113871702213
VKH,VKH-MAIN,,363498,2.00,,2113871705108
VKH,VKH-MAIN,,617120,26.00,,2113871705634
VKH,VKH-MAIN,P-WV-12L,P-WV-12L,16.00,,2113890900492
VKH,VKH-MAIN,P-WV-16S,P-WV-16S,2.00,,2113890900508
VKH,VKH-MAIN,P-GEV-20S-3/4NPT,P-GEV-20S-3/4NPT,2.00,,2113890900751
VKH,VKH-MAIN,P-GEV-38S-1-1/2NPT,P-GEV-38S-1-1/2NPT,1.00,,2113890900782
VKH,VKH-MAIN,P-R-38S,P-R-38S,1.00,,2113920900577
VKH,VKH-MAIN,,12MM,2.00,,2113930900185
VKH,VKH-MAIN,,MK-70-W/303SS TRIM,1.00,,2114212401932
VKH,VKH-MAIN,,02-102507,36.00,HL1L21,2114801700057
VKH,VKH-MAIN,,942165,1.00,,2114801700576
VKH,VKH-MAIN,,6406-000,8.00,SR-KB2,2115181107337
VKH,VKH-MAIN,,DT8P1-10-30-11,2.00,HL1L24,2115291709711
VKH,VKH-MAIN,,CIT-08-A1,9.00,HL1L09,2115292109084
VKH,VKH-MAIN,,CIT-10-A1,25.00,HL1L09,2115292109145
VKH,VKH-MAIN,,MSW-02-X,3.00,HL1L01,2115292109183
VKH,VKH-MAIN,,CIT-03-A1,6.00,HL1L09,2115292109190
VKH,VKH-MAIN,,CPDT-10-A2,1.00,HL1L08,2115292109220
VKH,VKH-MAIN,,MPW-02-A,3.00,HL1L01,2115292109275
VKH,VKH-MAIN,,MPW-03-A,3.00,HL1L01,2115292109282
VKH,VKH-MAIN,,MSP-03,1.00,HL1L01,2115292109305
VKH,VKH-MAIN,,MPA-06-A,2.00,HL1L08,2115292109411
VKH,VKH-MAIN,,MSP-02,2.00,HL1L01,2115292109435
VKH,VKH-MAIN,,CRG-03-A1,2.00,HL1L08,2115292109626
VKH,VKH-MAIN,,MPA-03-A,2.00,HL1L01,2115292109688
VKH,VKH-MAIN,,MSB-03-X,3.00,HL1L01,2115292109701
VKH,VKH-MAIN,,URG1-06-F-13-JA-J,1.00,HL1L40,2115301412174
VKH,VKH-MAIN,,RCT-03-F4-22-JA-S100J,1.00,HL1L40,2115301412440
VKH,VKH-MAIN,,TCG20-03-C-12,1.00,HL1L40,2115301413539
VKH,VKH-MAIN,,CT-10-FV-20-JA-J,1.00,HL1L40,2115301413560
VKH,VKH-MAIN,,CG3V-6FW-10,2.00,HL1L24,2115301712304
VKH,VKH-MAIN,,XCG2V-6AW-10,2.00,HL1L24,2115301712908
VKH,VKH-MAIN,,DGMC-5-PT-BH-B-30,1.00,HL1L23,2115301713172
VKH,VKH-MAIN,,RV3-16-S6G-50,1.00,HL1L23,2115301713684
VKH,VKH-MAIN,,RCG-03-B,1.00,HL1L07,2115302112585
VKH,VKH-MAIN,,BG-03-H,2.00,HL1L08,2115302112646
VKH,VKH-MAIN,,MBA-02-B-B-H,1.00,HL1L01,2115302113032
VKH,VKH-MAIN,,DT-01-C,3.00,HL1L05,2115302113599
VKH,VKH-MAIN,,RT-03-C,3.00,HL1L07,2115302113650
VKH,VKH-MAIN,,BSG-06-H-2B2-A256,1.00,HL1L03,2115302113698
VKM,VKM-MAIN,,72 12302 0801 00,1.00,HL4L39,2117591400046
VKM,VKM-MAIN,,71 10404 3801 00,1.00,HL4L39,2117591400060
VKM,VKM-MAIN,,71 10000 1021 00,1.00,HL4L30,2117591400114
VKM,VKM-MAIN,3100183,01 402 005500 90,4.00,HL4L30,2117591400152
VKM,VKM-MAIN,,71 10333 1025 00,1.00,HL4L30,2117591400213
VKM,VKM-MAIN,,71 10000 1014 00,4.00,HL4L30,2117591400244
VKM,VKM-MAIN,,01 401 004400 90,2.00,HL4L30,2117591400251
VKM,VKM-MAIN,,01 401 004200 90,2.00,HL4L30,2117591400268
VKM,VKM-MAIN,,72 10248 0190 11,3.00,HL4L30,2117591400329
VKM,VKM-MAIN,,71 10333 3052 00,2.00,HL4L30,2117591400435
VKM,VKM-MAIN,,71 10333 1239 00,1.00,,2117591400459
VKM,VKM-MAIN,,71 35600 3961 00,2.00,HL4L30,2117591400725
VKM,VKM-MAIN,,01 402 003500 90,3.00,HL4L30,2117591400831
VKM,VKM-MAIN,,01 401 002600 90,2.00,HL4L30,2117591400978
VKM,VKM-MAIN,,71 35604 5005 10,1.00,,2117591401043
VKM,VKM-MAIN,,FD-10-A,3.00,HL4L37,2117851400014
VKH,VKH-MAIN,,20040,1.00,HL4L29,2118431300038
VKH,VKH-MAIN,,1SN-04T,164.00,,2119090500289
VKH,VKH-MAIN,,1SN-06T,"4,264.00",,2119090500296
VKH,VKH-MAIN,,1SN-08T,"4,100.00",,2119090500302
VKH,VKH-MAIN,,1SN-12T,75.20,,2119090500319
VKH,VKH-MAIN,,1SN-10T,386.20,,2119090500326
VKH,VKH-MAIN,,2SN-04T,"10,988.00",,2119090500333
VKH,VKH-MAIN,,2SN-06T,"1,289.75",,2119090500340
VKH,VKH-MAIN,,2SN-12T,492.00,,2119090500364
VKH,VKH-MAIN,,2SN-16T,"3,444.00",,2119090500388
VKH,VKH-MAIN,,4SH-12T,9.10,,2119090500418
VKH,VKH-MAIN,,"1-1/2""DIA 4-WIRE",1.50,,2119091600230
VKH,VKH-MAIN,,BC-300-A,1.00,HL1L26,2119102100032
VKH,VKH-MAIN,,AC-200A,1.00,HL1L26,211910210006
VKH,VKH-MAIN,,BC-200S,1.00,HL1L27,211910210009
VKH,VKH-MAIN,,CFC-600A,1.00,HL1L26,211910210018
VKH,VKH-MAIN,,NAC-150A,1.00,HL1L27,211910210020
VKH,VKH-MAIN,,NAC-200A,1.00,HL1L27,211910210021
VKH,VKH-MAIN,,NFR-500-06A,1.00,HL1L27,2119102100513
VKH,VKH-MAIN,,NBR-400H,1.00,HL1L27,2119112100015
VKH,VKH-MAIN,,NBR-300,1.00,HL1L27,211911210006
VKH,VKH-MAIN,,NBL-400,2.00,HL1L27,2119122100012
VKH,VKH-MAIN,,BL-300,5.00,HL1L26,2119122100029
VKH,VKH-MAIN,,CL-600,2.00,HL1L26,2119122100036
VKH,VKH-MAIN,,NBL-200,7.00,HL1L27,2119122100074
VKH,VKH-MAIN,,NBL-300,2.00,HL1L27,2119122100081
VKH,VKH-MAIN,,NL-500-06A,1.00,HL1L27,2119122100098
VKH,VKH-MAIN,,BDV-400-A,7.00,HL1L26,2119142100023
VKH,VKH-MAIN,,CDV-600-A,1.00,HL1L26,2119142100054
VKH,VKH-MAIN,,DN-32-25-FA-CS32B*2,1.00,HL1L26,211915210005
VKH,VKH-MAIN,,DN-40-50-LB-CS32B*2,1.00,HL1L26,211915210006
VKH,VKH-MAIN,,DN-50-75,1.00,HL1L26,211915210007
VKH,VKH-MAIN,,FDA-30-75-LB,1.00,HL1L26,211915210013
VKH,VKH-MAIN,,JD-25-50-BS-SD2,1.00,HL1L27,211915210015
VKH,VKH-MAIN,,JD-40-75-S-SD2,1.00,HL1L27,211915210016
VKH,VKH-MAIN,,NA-12-5-B,1.00,HL1L25,211915210017
VKH,VKH-MAIN,,NA-16-10-B,1.00,HL1L27,211915210018
VKH,VKH-MAIN,,ND-16-25-ST2,1.00,HL1L27,211915210019
VKH,VKH-MAIN,,RTM-30-180-C-SD2,1.00,HL1L27,211915210020
VKH,VKH-MAIN,,RTM-30-90-C-SD2,1.00,HL1L27,211915210021
VKH,VKH-MAIN,,SBA-10-60-SB2,1.00,HL1L27,211915210022
VKH,VKH-MAIN,,SBR-06-30-SA2,1.00,HL1L27,211915210025
VKH,VKH-MAIN,,SDA-12-50-SA2,1.00,HL1L26,211915210026
VKH,VKH-MAIN,,TD-25-200-SE2,1.00,HL1L27,211915210028
VKH,VKH-MAIN,,RTP-10-180,1.00,HL1L27,2119152100549
VKH,VKH-MAIN,,CJ-M10 X 1.25,6.00,HL1L26,2119152100587
VKH,VKH-MAIN,PU TUBE 8X12MM,PU1280-BLUE,195.00,SR-KD2,2119162100034
VKH,VKH-MAIN,,PU0425-BLACK,255.00,,211916210004
VKH,VKH-MAIN,,PU0425-BLUE,205.00,,211916210005
VKH,VKH-MAIN,,PU0640-BLACK,178.00,,211916210006
VKH,VKH-MAIN,,PU0640-BLUE,193.00,,211916210007
VKH,VKH-MAIN,,PU0640-TRANSPARENT,313.00,,211916210008
VKH,VKH-MAIN,,PU0850-BLACK,70.00,SR-KD2,211916210009
VKH,VKH-MAIN,,PU0850-BLUE,20.50,,211916210010
VKH,VKH-MAIN,,PU1065-BLACK,227.06,SR-KD2,211916210011
VKH,VKH-MAIN,,PU1065-BLUE,160.00,,211916210012
VKH,VKH-MAIN,,PU1280-BLACK,112.00,SR-KD2,211916210013
VKH,VKH-MAIN,,PU1280-TRANSPARENT,480.00,,2119162100140
VKH,VKH-MAIN,,PU1065-TRANSPARENT,26.50,,2119162100157
VKH,VKH-MAIN,,PU0850-TRANSPARENT,132.00,SR-KD1,2119162100164
VKO,VKO-MAIN,,700551118,10.00,HL4L31,2119171700027
VKO,VKO-MAIN,,700551134,20.00,HL4L31,2119171700034
VKO,VKO-MAIN,,700551257,2.00,HL4L31,2119171700065
VKO,VKO-MAIN,,700520249,1.00,HL4L31,2119171700119
VKO,VKO-MAIN,,700520248,2.00,HL4L31,2119171700126
VKO,VKO-MAIN,,BC-505-S,2.00,HL4L31,2119171700140
VKO,VKO-MAIN,,700550057,1.00,,2119171700164
VKO,VKO-MAIN,,700550766,26.00,HL4L31,2119171700249
VKO,VKO-MAIN,,700550681,4.00,HL4L31,2119171700256
VKO,VKO-MAIN,,700550680,4.00,HL4L31,2119171700263
VKO,VKO-MAIN,,700550746,12.00,HL4L31,2119171700287
VKO,VKO-MAIN,,700550748,6.00,HL4L31,2119171700294
VKO,VKO-MAIN,,700551104,8.00,HL4L31,2119171700355
VKO,VKO-MAIN,,700551036,3.00,HL4L31,2119171700409
VKO,VKO-MAIN,,700550003,1.00,HL4L31,2119171700423
VKO,VKO-MAIN,,700550631,2.00,HL4L31,2119171700492
VKO,VKO-MAIN,,700520205,9.00,HL4L31,2119171700508
VKO,VKO-MAIN,,700680032,3.00,HL4L31,2119171700546
VKO,VKO-MAIN,,700680049,5.00,HL4L31,2119171700553
VKO,VKO-MAIN,,700680013,5.00,HL4L31,2119171700560
VKO,VKO-MAIN,,700680060,1.00,HL4L31,2119171700577
VKO,VKO-MAIN,,700540120,1.00,HL4L31,2119171700584
VKO,VKO-MAIN,,700550756,1.00,HL4L31,2119171700591
VKO,VKO-MAIN,,700550755,1.00,HL4L31,2119171700607
VKO,VKO-MAIN,,700650055,1.00,HL4L31,2119171700614
VKO,VKO-MAIN,,700680113,9.00,HL4L31,2119171700645
VKO,VKO-MAIN,,700551159,2.00,HL4L31,2119171700652
VKO,VKO-MAIN,,700060107,1.00,HL4L31,2119171700690
VKO,VKO-MAIN,,700650264,3.00,HL4L31,2119171700744
VKO,VKO-MAIN,,700551035,1.00,HL4L31,2119171700799
VKO,VKO-MAIN,,700551151,1.00,HL4L31,2119171700843
VKO,VKO-MAIN,,BJ 072,1.00,HL4L31,2119171700867
VKO,VKO-MAIN,,700551312,1.00,HL4L31,2119171700881
VKO,VKO-MAIN,,700540353,2.00,HL4L31,2119171700935
VKO,VKO-MAIN,,700540382,1.00,HL4L31,2119171700942
VKO,VKO-MAIN,,700550906,1.00,,2119171700966
VKO,VKO-MAIN,,700551338,4.00,HL4L31,2119171700997
VKO,VKO-MAIN,,700540387,2.00,HL4L31,2119171701024
VKO,VKO-MAIN,,700540477,2.00,HL4L31,2119171701239
VKO,VKO-MAIN,,700551332,1.00,HL4L31,2119171701246
VKO,VKO-MAIN,,700551453,1.00,HL4L31,2119171701277
VKO,VKO-MAIN,,BC-524,1.00,HL4L31,2119171701376
VKO,VKO-MAIN,,BC 506,2.00,HL4L31,2119171701383
VKO,VKO-MAIN,,BC 520,2.00,HL4L31,2119171701420
VKO,VKO-MAIN,,700550097,2.00,,2119171701437
VKO,VKO-MAIN,,700540306,2.00,HL4L31,2119171701451
VKO,VKO-MAIN,,700530164,1.00,HL4L31,2119171701574
VKO,VKO-MAIN,,700530475,1.00,HL4L31,2119171701598
VKH,VKH-MAIN,,M7.5P4H624,1.00,,2119742100010
VKH,VKH-MAIN,,236088,1.00,,2119751700010
CT,CT-MAIN,,BOLINE HP - 0.25MM,1.00,,2120000503405
CT,CT-MAIN,,BOLINE FG - 0.25MM,1.00,,2120000503412
CT,CT-MAIN,,EM45RL4S010,7.00,,2120000508950
CT,CT-MAIN,,EM45RL4S040,1.00,,2120000508981
CT,CT-MAIN,,EM45RL4S050,4.00,,2120000508998
CT,CT-MAIN,,EM45RL4S060,5.00,,2120000509001
CT,CT-MAIN,,EM45RL4S100,4.00,,2120000509025
CT,CT-MAIN,,EM45RL4S120,2.00,,2120000509032
CT,CT-MAIN,,285 X 1.5 X 1.25 X 40 X 60Z,1.00,,2120000519758
CT,CT-MAIN,,PCD REAMER D10-L105,7.00,,2120000583605
CT,CT-MAIN,,RTC-100P,5.00,,2120000584916
CT,CT-MAIN,,20-206-10-002,1.00,,2120000715006
CT,CT-MAIN,,20-204-10-000,2.00,,2120000715037
CT,CT-MAIN,,20-213-30-108,1.00,,2120000715044
CT,CT-MAIN,,20-213-30-051,1.00,,2120000715068
CT,CT-MAIN,,20-213-30-047,5.00,,2120000715075
CT,CT-MAIN,,20-201-30-003 (DISPLAY UNIT),1.00,,2120000715228
CT,CT-MAIN,,20-211-30-021,2.00,,2120000715235
CT,CT-MAIN,,20-213-30-090,1.00,,2120000715242
CT,CT-MAIN,,20-211-10-014,1.00,,2120000715280
CT,CT-MAIN,,20-213-30-056,2.00,,2120000716287
CT,CT-MAIN,,20-213-30-005,3.00,,2120000719530
CT,CT-MAIN,,LL81201,4.00,,2120000794247
CT,CT-MAIN,,DUSTTRAK,1.00,,2120000796111
CT,CT-MAIN,701119743,ZH19.05-83 19.05 X 70,3.00,,2120000923531
CT,CT-MAIN,,7307-005,5.00,,2120000977404
CT,CT-MAIN,,1041519102 990,50.00,,2120000992957
CT,CT-MAIN,,1041532102 990,42.00,,2120000992971
CT,CT-MAIN,,1041542102 990,34.00,,2120000992988
CT,CT-MAIN,,80.148.00.01,9.00,,2120001105950
CT,CT-MAIN,,40.840.1/2Z.4,1.00,,2120001106339
CT,CT-MAIN,,E25.180.03,1.00,,2120001107664
CT,CT-MAIN,,80.152.14.2,1.00,,2120001109125
CT,CT-MAIN,,80.152.25.2,1.00,,2120001109132
CT,CT-MAIN,,80.152.06.2,1.00,,2120001175526
CT,CT-MAIN,,86.200.07,1.00,,2120001185686
CT,CT-MAIN,,86.200.08,1.00,,2120001185693
CT,CT-MAIN,,80.143.00,1.00,,2120001190475
CT,CT-MAIN,5560538,WNMG 432 M3M IC6015,10.00,,2120001200020
CT,CT-MAIN,3103853,MM S-A-L3.00-W1.00-T12,1.00,,2120001200075
CT,CT-MAIN,3104223,HCM D20/.75-MMT12,1.00,,2120001200082
CT,CT-MAIN,1792146,MM TS1.0-H.281A-06T10 *928,67.00,,2120001200204
CT,CT-MAIN,1792511,MM TS.439-50D-4T06 *908,21.00,,2120001200211
CT,CT-MAIN,6154607,SCD 039-029-060 ACP5N IC908,2.00,,2120001200525
CT,CT-MAIN,2302400,TGTR 19-2JHP,1.00,,2120001200549
CT,CT-MAIN,1792188,MM TS.650-H.157G-6T05 *IC928,18.00,,2120001200624
CT,CT-MAIN,5700454,DCMT 3-1D ID5,1.00,,2120001200730
CT,CT-MAIN,5569381,SNMG 432-M3M IC807,5.00,,2120001200990
CT,CT-MAIN,5550498,VCMT 331 SM IC807,2.00,,2120001201867
CT,CT-MAIN,5508139,TPMR 322 PF IC8250,10.00,,2120001202420
CT,CT-MAIN,5506134,LNMX 150612R-HT IC3028,5.00,,2120001202444
CT,CT-MAIN,5567335,HCP 100-IQ IC908,1.00,,2120001203830
CT,CT-MAIN,5507836,CNMG 432 NF IC8150,8.00,,2120001205148
CT,CT-MAIN,4305312,SR 14-591-M,35.00,,2120001205346
CT,CT-MAIN,7002718,DK 17-307,5.00,,2120001205612
CT,CT-MAIN,7002122,SR M4X14 DIN912,5.00,,2120001205872
CT,CT-MAIN,5509501,WBMT 520L IC830,10.00,,2120001206206
CT,CT-MAIN,2301321,DGTL 2012-2,1.00,,2120001206299
CT,CT-MAIN,3487864,WNGP 221L-F2M IC908,160.00,,2120001210685
CT,CT-MAIN,3333363,SCIR 22-BRA00-05K8 IC07,10.00,,2120001220837
CT,CT-MAIN,5510185,DNMG 432 M3M IC6025,7.00,,2120001272614
CT,CT-MAIN,"2302303
",PCHBL 32-34R,1.00,,2120001272669
CT,CT-MAIN,"5508504
",WNMX 080712-HTW IC8150,5.00,,2120001272768
CT,CT-MAIN,"5507915
",CNMX 452-M4PW IC8150,2.00,,2120001275004
CT,CT-MAIN,"5507914
",CNMX 452-M4PW IC8250,8.00,,2120001275011
CT,CT-MAIN,"5507995
",WNMX 080708-M4PW IC8150,1.00,,2120001275288
CT,CT-MAIN,"6405410
",TIGER 1615Y-IQ IC808,8.00,,2120001276636
CT,CT-MAIN,"6405194
",MIGR 8-2.00-0.10 IC908,2.00,,2120001278258
CT,CT-MAIN,"5607795
",P290 ACKT 1806PDR-FW IC808,4.00,,2120001278265
CT,CT-MAIN,"7002207
",SR M5X6-PF,3.00,,2120001280053
CT,CT-MAIN,5567466,CNMG 160616-M3P IC8250,7.00,,2120001280312
CT,CT-MAIN,"5506383
",IVSN 323,1.00,,2120001281395
CT,CT-MAIN,"5507723
",CNMA 433 IC5005,20.00,,2120001281784
CT,CT-MAIN,"2802008
",SCHR 10-22BF,1.00,,2120001282101
CT,CT-MAIN,"3602129
",E12 SDUCL-07 HEAD,2.00,,2120001282279
CT,CT-MAIN,"5566838
",TNMG 332-F3P IC8250,20.00,,2120001285270
CT,CT-MAIN,"4505969
",ADJ BT40 D70 ER32,1.00,,2120001286109
CT,CT-MAIN,"7005583

",SR 40085I,2.00,,2120001286291
CT,CT-MAIN,"5509055

",WNMX 080708-M4MW IC8250,5.00,,2120001287915
CT,CT-MAIN,6405114,GIPI 1.57-0.15 IC808,3.00,,2120001288295
CT,CT-MAIN,"6403077
",MM GRIT 22K-5.25-0.20 IC528,2.00,,2120001288301
CT,CT-MAIN,"6200300
",HFPR 3003 IC808,3.00,,2120001289124
CT,CT-MAIN,"5591719
",VCGT 130302-PF IC3028,7.00,,2120001289148
CT,CT-MAIN,"4517011
",PS SK40 15 M16 DINB,1.00,,2120001289292
CT,CT-MAIN,"5508546
",SNMG 432 GN IC8350,5.00,,2120001289377
CT,CT-MAIN,"6402706
",GPV 4-3.56-1 IC9054,5.00,,2120001289704
CT,CT-MAIN,"5550459
",TNMG 331 GN IC5005,8.00,,2120001289858
CT,CT-MAIN,7065045,AE 16M,1.00,,2120001290199
CT,CT-MAIN,"4304810
",SR 14-500-L5.9,2.00,,2120001290793
CT,CT-MAIN,"6410064
",SCIR 22-ER00-07K10 IC1008,20.00,,2120001292018
CT,CT-MAIN,"6003383
",PENTA 24R100P15D IC1008,4.00,,2120001292346
CT,CT-MAIN,"5603241
",MM TS250-H50D-06T08 IC328,1.00,,2120001292698
CT,CT-MAIN,"5506328
",SNMG 432 VL IC907,1.00,,2120001292711
CT,CT-MAIN,6200314,HFPR 6004 IC808,1.00,,2120001293725
CT,CT-MAIN,3106666,H690 E90AX D25-3-W25-10,1.00,,2120001294166
CT,CT-MAIN,6405195,MIGR 8-2.00-1.00 IC908,5.00,,2120001295217
CT,CT-MAIN,5668952,IQ845 SYHU 070400ADTN5100,5.00,,2120001295873
CT,CT-MAIN,5506640,ICP 180 IC908,4.00,,2120001296153
CT,CT-MAIN,6154713,SCD 036-014-060 AP3N IC908,2.00,,2120001296207
CT,CT-MAIN,5603153,SOMT 060204-HQ IC908,15.00,,2120001296269
CT,CT-MAIN,6405403,SCIR 22-100N-00 IC1008,1.00,,2120001296412
CT,CT-MAIN,5650724,EC-A4 04-30C04E75 IC08,5.00,,2120001296801
CT,CT-MAIN,5604413,HBR D.38-QF IC908,16.00,,2120001296924
CT,CT-MAIN,5604287,HBR D.75-QF IC908,8.00,,2120001296948
CT,CT-MAIN,7005377,SR M3.5-08134,3.00,,2120001297709
CT,CT-MAIN,3311632,FCP 069 IC908,2.00,,2120001297907
CT,CT-MAIN,5567497,SNMG 432 M3P IC8250,5.00,,2120001297945
CT,CT-MAIN,5566803,SNMM 432 R3P IC8250,5.00,,2120001297952
CT,CT-MAIN,5667650,EB-A2 03-30C03E75 IC08,3.00,,2120001298034
CT,CT-MAIN,5669471,MT LNHU 1403 I0.50 ISO 908,2.00,,2120001299093
CT,CT-MAIN,5567367,CCMT 2-1-14 IC830,5.00,,2120001299352
CT,CT-MAIN,5604819,HP ANKW 070204PNTR IC928,20.00,,2120001299369
CT,CT-MAIN,5604342,HP ANCT 070204PN-R IC808,7.00,,2120001299376
CT,CT-MAIN,5592169,VNMG 2.5-1-NF IC530N,6.00,,2120001299390
CT,CT-MAIN,5550482,TPMR 322 IC807,10.00,,2120001299437
CT,CT-MAIN,5508073,DCMT 3-1 PF IC8250,5.00,,2120001299598
CT,CT-MAIN,6154777,SCD 100-035-100 AP3N IC908,2.00,,2120001299833
CT,CT-MAIN,5567495,SNMG 432 M3P IC8150,5.00,,2120001299963
CT,CT-MAIN,,PYN40CMG,2.00,,2120001401601
CT,CT-MAIN,6710243,DNMG110404E-TSF GT9530,10.00,,2120001403025
CT,CT-MAIN,6716249,JSDJ2CL1212F07,4.00,,2120001403261
CT,CT-MAIN,6865027,TPMT090204-PS T9125,60.00,,2120001405111
CT,CT-MAIN,6864751,VNMG160408-33 T9125,8.00,,2120001405463
CT,CT-MAIN,6882746,CNMG120408-DM T9135,7.00,,2120001406279
CT,CT-MAIN,6886352,XPMT08T308R-DG AH725,8.00,,2120001406286
CT,CT-MAIN,6734710,TCP18R200F-010 SH725,4.00,,2120001406583
CT,CT-MAIN,6837559,TPGT070104-JS SH730,8.00,,2120001407108
CT,CT-MAIN,6806727,SNMG120408 TH10,9.00,,2120001407580
CT,CT-MAIN,"6737176
",JTGR3095F SH725,10.00,,2120001407962
CT,CT-MAIN,6800832,8GR200 UX30,8.00,,2120001408112
CT,CT-MAIN,6800835,8GR250 UX30,8.00,,2120001408129
CT,CT-MAIN,6857017,DCGT11T302N-JS AH725,400.00,HR2L16,2120001410023
CT,CT-MAIN,MES2019211,RNGN120700T02025 PT600M,50.00,,2120001410580
CT,CT-MAIN,"6862191
",CCGT03X102L-W08 SH730,5.00,,2120001411877
CT,CT-MAIN,"6802581
",CSTB-4SD,5.00,,2120001412614
CT,CT-MAIN,,250 X 6.5 X 50.8 GC180,1.00,,2120001412805
CT,CT-MAIN,6777847,JXPG20R15F-15 SH725,4.00,,2120001413253
CT,CT-MAIN,,BBT30-HDC6S-90,1.00,,2120001414595
CT,CT-MAIN,,COBALT8 34 X 1.1-2/3T,96.50,,2120001417152
CT,CT-MAIN,6839630,LJ-15.723L220S19.05 G2F,3.00,,2120001418937
CT,CT-MAIN,6839626,LJ-15.723L240S19.05 G2F,3.00,,2120001418944
CT,CT-MAIN,6772174,CNMG090408E-TM T9215,10.00,,2120001419606
CT,CT-MAIN,6998354,TPMT130304-PF GT9530,5.00,,2120001420336
CT,CT-MAIN,6805208,3QP-TPGW110302 BXM20,10.00,,2120001420718
CT,CT-MAIN,,SVG 54 X 1.6 X 10220-2/3T,10.00,,2120001421296
CT,CT-MAIN,"6781046
",DCMT070204-PS T9225,10.00,,2120001422026
CT,CT-MAIN,,V-ADPF30-0120,10.00,,2120001422095
CT,CT-MAIN,,ADRL-0156,2.00,,2120001422941
CT,CT-MAIN,,ADRL-0140,2.00,,2120001422958
CT,CT-MAIN,,ADRL-0272,2.00,,2120001422965
CT,CT-MAIN,,ADRL-0239,2.00,,2120001422972
CT,CT-MAIN,,ADRL-0077,2.00,,2120001422989
CT,CT-MAIN,,V-ADS-0160,2.00,,2120001422996
CT,CT-MAIN,"6802819
",DCGT11T301FL-J10 TH10,10.00,,2120001423054
CT,CT-MAIN,6857018,DCGT11T304N-JS AH725,13.00,,2120001423061
