Dept,Warehouse,Supplier Reference,Part Number,Physical inventory,Locations,Item number
CT,CT-MAIN,5604024,MM HR2.5/094-5.1-2T06 IC908,1.00,,2020401207578
CT,CT-MAIN,5690618,OFMT 07T3-AETN IC928,5.00,,2020401207684
CT,CT-MAIN,5603151,OEMT 060405 AER 76 IC908,520.00,,2020401207714
CT,CT-MAIN,5621805,ECA-B-3 06-16C06-57 IC08,3.00,,2020401207981
CT,CT-MAIN,5603144,MM TS195-H60D-06T08 328,1.00,,2020401208285
CT,CT-MAIN,5602494,HM90 APKT 1003PDR IC908,6.00,,2020401208391
CT,CT-MAIN,5604345,MM HT100N06R2.0-2T06 IC908,1.00,,2020401208537
CT,CT-MAIN,5504859,SOMT 09T306 GF IC908,8.00,,2020401208575
CT,CT-MAIN,5604245,HBR D120-QF IC908,9.00,,2020401208643
CT,CT-MAIN,5603352,MM HC100C10R0.4-2T06 IC908,1.00,,2020401208681
CT,CT-MAIN,5604812,HP ANKT 070208 PNTR IC908,9.00,,2020401208698
CT,CT-MAIN,5622173,MM EFS100B07-4T06 IC908,1.00,,2020401208711
CT,CT-MAIN,5603947,HM90 APCR 100304PDFR-P IC908,8.00,,2020401208728
CT,CT-MAIN,5604808,MTECS 0605C19 28 UN IC908,1.00,,2020401208926
CT,CT-MAIN,5699918,EC060A10-2C06L57 IC08,40.00,,2020401208940
CT,CT-MAIN,3101903,HM90 E90A D20-3-W16,1.00,,2020401208957
CT,CT-MAIN,5622036,MM ECF45-160-6T10 IC908,26.00,,2020401208971
CT,CT-MAIN,5604102,MM HR3.0/125-6.5-2T08 IC908,1.00,,2020401208995
CT,CT-MAIN,5603442,FF WOMT 09T320T IC908,5.00,,2020401209237
CT,CT-MAIN,5602655,MT14 I 1.25 ISO IC928,1.00,,2020401209459
CT,CT-MAIN,5602659,MT14 I 1.75 ISO IC928,1.00,,2020401209473
CT,CT-MAIN,5602661,MT14 I 2.00 ISO IC928,1.00,,2020401209480
CT,CT-MAIN,5620038,EC100A22-4C10 IC08,10.00,,2020401209527
CT,CT-MAIN,5602371,REMT 1505 LM 76 IC928,10.00,,2020401209558
CT,CT-MAIN,5604795,MTECS 06016C4 56 UN IC908,3.00,,2020401209732
CT,CT-MAIN,5621186,ECF D-5/45-4C12 IC900,2.00,,2020401209978
CT,CT-MAIN,5604107,BCR D120-QT IC328,2.00,,2020401210448
CT,CT-MAIN,5650729,EC-A4 12-75C12E150 IC08,3.00,,2020401210592
CT,CT-MAIN,5603605,MT12 I 0.5 ISO IC928,1.00,,2020401210684
CT,CT-MAIN,5604240,HCR D120-QF IC908,5.00,,2020401210820
CT,CT-MAIN,5622034,MM EB200A15-4T12 IC908,1.00,,2020401210875
CT,CT-MAIN,5604252,HCD D205-090-QF IC908,1.00,,2020401211025
CT,CT-MAIN,5602364,APKT 1604PDR-76 IC928,5.00,,2020401211100
CT,CT-MAIN,5601728,SPK 53EDTR-42 IC328,10.00,,2020401211162
CT,CT-MAIN,5604023,MM HR1.6/063-6.8-2T06 908,1.00,,2020401211384
CT,CT-MAIN,5602368,XOMT 060204 HQ IC928,1.00,,2020401211414
CT,CT-MAIN,5603084,OECR 060405 AER-P IC928,13.00,HR1L20,2020401211711
CT,CT-MAIN,5695339,OFCT 07T3 AER IC910,6.00,,2020401211797
CT,CT-MAIN,5697558,OFMT 07T3 AER 76 IC928,10.00,,2020401211810
CT,CT-MAIN,5604108,BCR D160-QT IC908,1.00,,2020401211872
CT,CT-MAIN,5650189,EC-A2 010-015/20C4M55 903,2.00,,2020401212022
CT,CT-MAIN,5621810,ECA-B-3 16-32C16-92 IC08,1.00,,2020401212046
CT,CT-MAIN,5604989,MTECS 0250C49 32 UN IC908,5.00,,2020401212091
CT,CT-MAIN,5604990,MTECS 0250C75 28 UN IC908,2.00,,2020401212107
CT,CT-MAIN,3102196,MTSR 0013 J14C,1.00,,2020401212152
CT,CT-MAIN,5603733,OFCR 07T3-RW-P IC908,6.00,,2020401212312
CT,CT-MAIN,5605170,RCMT 2009-FW-T20 IC928,14.00,,2020401212466
CT,CT-MAIN,5603777,MM TS.500-N062P-06T05 IC328,10.00,,2020401212541
CT,CT-MAIN,5650202,EC-A2 015-023/06C4M45 IC903,2.00,,2020401212657
CT,CT-MAIN,5601282,APKT 1203PDR-RM IC328,20.00,,2020401212701
CT,CT-MAIN,5604811,FF WOCT 060212T IC928,5.00,,2020401212770
CT,CT-MAIN,3104644,SOF45 8/16-D050-04-22R,3.00,,2020401212787
CT,CT-MAIN,5606051,ONMU 050505-TN-MM IC808,121.00,HR1L20,2020401212800
CT,CT-MAIN,5604372,LNMT 1506PN-N-MM IC908,525.00,HR1L01,2020401212817
CT,CT-MAIN,5600046,APKT 1003PDR-HM IC50M,5.00,,2020401212961
CT,CT-MAIN,5602542,3M AXKT 1304PDR-MM IC910,2.00,,2020401213135
CT,CT-MAIN,5621327,MM EB.500A37-4T08  IC908,1.00,,2020401213265
CT,CT-MAIN,5604575,LNET 082604-TN-N IC928,10.00,,2020401213425
CT,CT-MAIN,6403753,MM GRIT 28K-2.50-0.2 IC528,1.00,,2020401213456
CT,CT-MAIN,5604816,HP ANKT 070216PNTR IC908,8.00,,2020401213470
CT,CT-MAIN,5605164,MM HDF120-090-2T06 IC908,1.00,,2020401213715
CT,CT-MAIN,5680016,EC12E18/60-3C12R02A100DH IC08,1.00,,2020401213920
CT,CT-MAIN,5606106,T490 LNMT 0804 PN-R IC808,170.00,HR1L18,2020401214071
CT,CT-MAIN,5606393,HM90 APKT 1003PDR IC808,890.00,HR1L21,2020401214095
CT,CT-MAIN,5605566,H490 ANKX 120508PNTR IC808,50.00,HR1L21,2020401214170
CT,CT-MAIN,5606056,S845 SNMU 1305ANR-MM IC808,2.00,,2020401214224
CT,CT-MAIN,5697459,ADCR 1505PDFR IC928,10.00,,2020401214453
CT,CT-MAIN,5606593,OEMT 060405 AER 76 IC808,250.00,HR1L20,2020401214613
CT,CT-MAIN,5606351,HM90 APKT 1003PDR IC830,618.00,HR1L21,2020401214620
CT,CT-MAIN,5606330,HM90 ADKT 1505PDR IC830,420.00,,2020401214637
CT,CT-MAIN,5606328,HM90 ADKT 1505PDR IC808,95.00,,2020401214644
CT,CT-MAIN,5650233,EC-A2 020-030/16C4M50 903,2.00,,2020401214651
CT,CT-MAIN,5650205,EC-A2 015-023/12C4M45 903,2.00,,2020401214668
CT,CT-MAIN,5650162,EC-A2 005-007/08C4M45 IC903,2.00,,2020401214699
CT,CT-MAIN,5622351,MM ECS-A4.00X10-2T06  908,1.00,,2020401214750
CT,CT-MAIN,5604793,MTECS 06014C3 72 UN 908,2.00,,2020401214798
CT,CT-MAIN,5650167,EC-A2 006-009/10C4M45 903,2.00,,2020401214897
CT,CT-MAIN,5650165,EC-A2 006-009/06C4M45 903,2.00,,2020401214903
CT,CT-MAIN,3104769,H490 F90AX D050-3-22-12,1.00,,2020401214910
CT,CT-MAIN,5604538,ENHT 100430 IC908,8.00,,2020401214934
CT,CT-MAIN,5604536,ENHT 100420 IC908,8.00,,2020401214958
CT,CT-MAIN,5603120,LNET 124504 TN IC928,289.00,,2020401214972
CT,CT-MAIN,5650161,EC-A2 005-007/06C4M45 903,2.00,,2020401214989
CT,CT-MAIN,5650186,EC-A2 010-015/10C4M45 903,5.00,,2020401215009
CT,CT-MAIN,5620595,EBM008A016-2C03 IC900,2.00,,2020401215016
CT,CT-MAIN,5604585,FF WOMT 060212T-M IC928,10.00,,2020401215108
CT,CT-MAIN,5605154,HM90 APKW 1003PDR IC908,5.00,,2020401215177
CT,CT-MAIN,5604231,RCMW 1607MO IC908,2.00,,2020401215252
CT,CT-MAIN,5606585,SPMT 100408TR-HQ-M IC808,8.00,,2020401215269
CT,CT-MAIN,5622781,ECA-H3 08-12/24C08CF-R02,2.00,,2020401215504
CT,CT-MAIN,5622022,MM EC200A15R1.0-4T12 IC908,1.00,,2020401215573
CT,CT-MAIN,5621682,MM EA160B10R000-3T10 IC08,1.00,,2020401215597
CT,CT-MAIN,5507877,SOMT 120408 DT IC808,5.00,,2020401215771
CT,CT-MAIN,5603248,BCR D400-QT IC328,3.00,,2020401215986
CT,CT-MAIN,5621808,ECA-B-3 12-25C12-83 IC08,3.00,,2020401216440
CT,CT-MAIN,5606957,MT12 I 1.00 ISO IC908,7.00,,2020401216785
CT,CT-MAIN,3104760,H490 E90AX D32-3-W32-12,1.00,,2020401216808
CT,CT-MAIN,5622780,ECA-H3 06-09/18C06CF-R02,2.00,,2020401216839
CT,CT-MAIN,5604318,HP ADCR 190604PDFR-P 28,4.00,,2020401216914
CT,CT-MAIN,5621806,ECA-B-3 08-20C08-63 IC08,1.00,,2020401216921
CT,CT-MAIN,5605271,HCD D120-090-QF IC908,6.00,,2020401216938
CT,CT-MAIN,"5604254
",HCD D160-090-QF IC908,5.00,,2020401217362
CT,CT-MAIN,"5620863
",EB020A04-2C03 IC900,40.00,,2020401217430
CT,CT-MAIN,"3104587
",SOF45 8/16-D100-08-32R,1.00,,2020401217447
CT,CT-MAIN,"3104798
",FF EW D40-100-W32-09-CP,1.00,,2020401217485
CT,CT-MAIN,"5606970
",MT12 19 BSPT IC908,6.00,,2020401217492
CT,CT-MAIN,"5621356
",MM EC160A12R1.0-4T10 IC908,4.00,,2020401217508
CT,CT-MAIN,"3105268
",H490 E90AX D16-2-C16-09,5.00,HR1L05,2020401217591
CT,CT-MAIN,"3105260
",H490 E90AX D20-3-C20-09,4.00,,2020401217607
CT,CT-MAIN,"3105262
",H490 E90AX D25-4-C25-09,6.00,,2020401217614
CT,CT-MAIN,5606020,H490 ANKX 090408PNTR IC830,377.00,HR1L21,2020401217638
CT,CT-MAIN,5603151,OEMT 060405 AER-7 DC9800,10.00,,2020401218017
CT,CT-MAIN,"3105289
",T490 ELN D40-4-W32-13,1.00,,2020401218093
CT,CT-MAIN,5603775,MM TS135-H30D-06T05 328,1.00,,2020401218208
CT,CT-MAIN,"5604244
",HBR D100-QF IC908,14.00,,2020401218284
CT,CT-MAIN,"5606018
",H490 ANKX 090408PNTR IC808,230.00,,2020401218314
CT,CT-MAIN,"3105294
",SOE45 8/16-D032-03-W25R,3.00,,2020401218321
CT,CT-MAIN,"5606497
",MM HCD200-120-2T12 IC908,1.00,,2020401218406
CT,CT-MAIN,"3101696
",HM90 E90A-D40-3-W32-C,1.00,,2020401218468
CT,CT-MAIN,3101922,HM90 E90A D12-1-W16,1.00,,2020402402880
CT,CT-MAIN,6000266,GFN 2 IC656,2.00,,2020411200088
CT,CT-MAIN,2300767,SGTBU 25 6G,9.00,,2020411200156
CT,CT-MAIN,6011365,GFN 3 IC354,1.00,,2020411200378
CT,CT-MAIN,6011355,GSFN 3.2 IC635,9.00,,2020411200439
CT,CT-MAIN,6002440,GTN 3 IC354,10.00,,2020411200446
CT,CT-MAIN,6002790,GFL 1.2JS-15D IC328,7.00,,2020411203324
CT,CT-MAIN,6080082,GFN 1.06J-0.05 IC928,7.00,,2020411203683
CT,CT-MAIN,7000187,SR M6X20,21.00,,2020421200016
CT,CT-MAIN,7000188,SR M6X25,299.00,,2020421200023
CT,CT-MAIN,7000216,SR 14-544,14.00,,2020421200047
CT,CT-MAIN,7000045,HW-5.0,3.00,,2020421200061
CT,CT-MAIN,7000270,T 7/51,1.00,,2020421200078
CT,CT-MAIN,7060253,A 16,10.00,,2020421200085
CT,CT-MAIN,7060315,AI 16,30.00,,2020421200092
CT,CT-MAIN,7060054,K 16,5.00,,2020421200115
CT,CT-MAIN,4300075,LR 4M,63.00,,2020421200122
CT,CT-MAIN,7060157,S 11,3.00,HR1L23,2020421200139
CT,CT-MAIN,7000168,SP 4,2.00,,2020421200146
CT,CT-MAIN,7000225,SR 16-236P,5.00,,2020421200160
CT,CT-MAIN,7000213,SR 14-541,25.00,,2020421200184
CT,CT-MAIN,7000104,RING 5,14.00,,2020421200207
CT,CT-MAIN,1000003,T 15/61,1.00,,2020421200214
CT,CT-MAIN,7000895,SR 34-512,24.00,,2020421200221
CT,CT-MAIN,7060254,A 22,7.00,,2020421200238
CT,CT-MAIN,7060295,AE 22,1.00,,2020421200252
CT,CT-MAIN,5505448,IVSN 322,25.00,HR1L23,2020421200276
CT,CT-MAIN,7000105,RING 6,13.00,,2020421200306
CT,CT-MAIN,7060121,S 22,5.00,,2020421200313
CT,CT-MAIN,1000001,SR 06,2.00,,2020421200320
CT,CT-MAIN,1000002,SR 08,70.00,,2020421200337
CT,CT-MAIN,7003194,SR 117-2011,2.00,,2020421200344
CT,CT-MAIN,7000217,SR 14-548,5.00,HR1L23,2020421200351
CT,CT-MAIN,7000402,SR 14-544/S,16.00,,2020421200368
CT,CT-MAIN,7000836,SR 34-508,10.00,,2020421200382
CT,CT-MAIN,7000894,SR 34-511,6.00,,2020421200399
CT,CT-MAIN,7000501,SR 34-513,16.00,,2020421200405
CT,CT-MAIN,7000183,SR M5X20,89.00,,2020421200412
CT,CT-MAIN,7002104,SR TC 3P,4.00,,2020421200429
CT,CT-MAIN,7000265,T 15/5,11.00,,2020421200436
CT,CT-MAIN,7002136,T 20/51,14.00,,2020421200443
CT,CT-MAIN,7000428,T 6/5,10.00,,2020421200467
CT,CT-MAIN,7000274,T 8/53,3.00,,2020421200481
CT,CT-MAIN,5560073,TSD 16R,1.00,,2020421200498
CT,CT-MAIN,5520117,TWN 423,21.00,,2020421200504
CT,CT-MAIN,4300414,SR 117-2017,30.00,,2020421200511
CT,CT-MAIN,7000090,NL 34L,41.00,,2020421200535
CT,CT-MAIN,7001923,EDG-33A,3.00,HR1L23,2020421200559
CT,CT-MAIN,7000380,SR M8X30,5.00,,2020421200566
CT,CT-MAIN,7000082,LR 4D,10.00,,2020421200573
CT,CT-MAIN,5520066,TDN 422,22.00,,2020421200580
CT,CT-MAIN,7000036,HW-2.0,8.00,,2020421200610
CT,CT-MAIN,7000824,PL 25/R1/8,2.00,,2020421200627
CT,CT-MAIN,7000250,SR 76-1022,4.00,,2020421200634
CT,CT-MAIN,7000186,SR M6X16,58.00,,2020421200641
CT,CT-MAIN,7000223,SR 16-212,2.00,,2020421200658
CT,CT-MAIN,7000224,SR 16-236,1.00,,2020421200672
CT,CT-MAIN,7001839,T 25/61,2.00,,2020421200702
CT,CT-MAIN,7001831,SR 34-515,7.00,,2020421200719
CT,CT-MAIN,7000287,SR 34-508/L,20.00,,2020421200726
CT,CT-MAIN,5560063,TVC 3-1P,1.00,,2020421200757
CT,CT-MAIN,5520054,TCN 423,3.00,,2020421200771
CT,CT-MAIN,7000818,PL 16-M6,15.00,,2020421200788
CT,CT-MAIN,7000427,SR 14-552,5.00,,2020421200795
CT,CT-MAIN,4300454,LC 252 SET 1,34.00,,2020421200801
CT,CT-MAIN,7002076,ZNW 4WI,2.00,,2020421200818
CT,CT-MAIN,7060331,AI 22U,10.00,,2020421200825
CT,CT-MAIN,7001922,EDG-44A,1.00,,2020421200832
CT,CT-MAIN,7001978,SR 14-572,40.00,,2020421200863
CT,CT-MAIN,7000039,HW-3.0,2.00,,2020421200870
CT,CT-MAIN,4300195,TSP 15R,5.00,,2020421200887
CT,CT-MAIN,7000024,ESG 0.5,6.00,,2020421200894
CT,CT-MAIN,7060056,K 27,7.00,,2020421200924
CT,CT-MAIN,7060255,A 27,7.00,,2020421200931
CT,CT-MAIN,4300439,LC 250 SET 1,1.00,,2020421200955
CT,CT-MAIN,7065006,ADE 16,10.00,,2020421200979
CT,CT-MAIN,7060343,AD 16,10.00,,2020421200986
CT,CT-MAIN,7065007,ADI 16,10.00,,2020421200993
CT,CT-MAIN,7001996,ZNW 4W,5.00,,2020421201006
CT,CT-MAIN,7000413,SR 117- 2009,3.00,,2020421201013
CT,CT-MAIN,4300393,LR 3S,3.00,,2020421201020
CT,CT-MAIN,7002061,ZNW 3W,13.00,,2020421201044
CT,CT-MAIN,5560066,IWSN 322,4.00,,2020421201051
CT,CT-MAIN,5520157,TDN 322,1.00,,2020421201068
CT,CT-MAIN,7001866,SR 14-564,11.00,,2020421201082
CT,CT-MAIN,7060160,SR 14-558,15.00,,2020421201150
CT,CT-MAIN,7065008,S16S,4.00,HR1L23,2020421201167
CT,CT-MAIN,7000811,SR 14-559,5.00,,2020421201181
CT,CT-MAIN,7000167,SP 3,4.00,,2020421201280
CT,CT-MAIN,7000823,LR 3D,1.00,,2020421201297
CT,CT-MAIN,7000203,SR 117-2014,2.00,,2020421201303
CT,CT-MAIN,3800102,SIR 0016 P16,3.00,,2020431200044
CT,CT-MAIN,3800006,SER 2525 M16,4.00,HR1L11,2020431200051
CT,CT-MAIN,5900986,16 IR14 NPT IC50M,2.00,,2020431200068
CT,CT-MAIN,5502467,VNMS 332-12 IC20,1.00,,2020431200075
CT,CT-MAIN,3800115,SIR 0010 H11,4.00,,2020431200099
CT,CT-MAIN,3800048,SIR 0020 P16,1.00,,2020431200105
CT,CT-MAIN,3800050,SIR 0025 R16,2.00,,2020431200112
CT,CT-MAIN,5920245,06 IRMA60 IC228,15.00,,2020431200136
CT,CT-MAIN,3800003,SER 2020 K16,3.00,,2020431200198
CT,CT-MAIN,3800125,SIR 0013 M16,10.00,,2020431200259
CT,CT-MAIN,5992831,16 IR14 NPT IC220,2.00,,2020431200266
CT,CT-MAIN,5901356,08 ILA55 IC228,10.00,,2020431200273
CT,CT-MAIN,5999184,22 IR 8 ABUT IC220,4.00,,2020431200372
CT,CT-MAIN,5993037,16 IR 14 NPT IC908,4.00,HR1L26,2020431200815
CT,CT-MAIN,5901523,16 IRM AG 60 IC908,90.00,,2020431200860
CT,CT-MAIN,5901519,16 ERM AG 60 IC908,435.00,,2020431200877
CT,CT-MAIN,3800239,SIR 0005 H06,2.00,,2020431201331
CT,CT-MAIN,5602680,MT40 I 1.50 ISO IC328,1.00,,2020431201492
CT,CT-MAIN,5902154,11 IR 2.00 ISO IC908,31.00,,2020431201928
CT,CT-MAIN,5921212,22 IRM N60 IC908,20.00,,2020431201980
CT,CT-MAIN,5901966,16 ER 24 UN IC908,2.00,,2020431202093
CT,CT-MAIN,5921208,22 ERM N60 IC908,15.00,,2020431202222
